Source Plate	Source Row	Source Column	Destination Plate	Destination Row	Destination Column	Gene
7	10	2	2	16	24	YLR347C
7	10	3	3	1	1	YDR379W
7	10	5	3	1	2	YLR115W
7	10	6	3	1	3	YOL036W
7	10	7	3	1	4	YCR030C
7	10	8	3	1	5	YOR019W
7	10	9	3	1	6	YMR054W
7	10	13	3	1	7	YML075C
7	10	15	3	1	8	YPR055W
7	10	16	3	1	9	YLR001C
7	10	17	3	1	10	YDR205W
7	10	19	3	1	11	YER111C
7	10	21	3	1	12	YPL029W
7	10	23	3	1	13	YML061C
7	11	1	3	1	14	YIL175W
7	11	3	3	1	15	YJL189W
7	11	4	3	1	16	YNL294C
7	11	6	3	1	17	YER185W
7	11	14	3	1	18	YMR228W
7	11	20	3	1	19	YGR093W
7	11	22	3	1	20	YLR228C
7	11	24	3	1	21	YOR048C
7	12	1	3	1	22	YLL051C
7	12	2	3	1	23	YGL008C
7	12	3	3	1	24	YKL034W
7	12	4	3	2	1	YKR018C
7	12	5	3	2	2	YLR153C
7	12	6	3	2	3	YGL016W
7	12	7	3	2	4	YPR159W
7	12	8	3	2	5	YKR027W
7	12	12	3	2	6	YPR181C
7	12	13	3	2	7	YOR361C
7	12	14	3	2	8	YGR130C
7	12	16	3	2	9	YMR237W
7	12	17	3	2	10	YLR274W
7	12	19	3	2	11	YLR304C
7	12	23	3	2	12	YMR273C
7	13	3	3	2	13	YBR151W
7	13	5	3	2	14	YNL265C
7	13	6	3	2	15	YFL010W-A
7	13	8	3	2	16	YMR298W
7	13	10	3	2	17	YER128W
7	13	11	3	2	18	YDR028C
7	13	14	3	2	19	YGR111W
7	13	16	3	2	20	YJL193W
7	13	20	3	2	21	YKR041W
7	13	24	3	2	22	YOR206W
7	14	1	3	2	23	YLR223C
7	14	4	3	2	24	YNL023C
7	14	5	3	3	1	YKR010C
7	14	6	3	3	2	YER184C
7	14	7	3	3	3	YMR205C
7	14	8	3	3	4	YOL087C
7	14	10	3	3	5	YMR277W
7	14	12	3	3	6	YOR151C
7	14	13	3	3	7	YNL054W
7	14	14	3	3	8	YNL201C
7	14	17	3	3	9	YDL145C
7	14	20	3	3	10	YDL107W
7	14	23	3	3	11	YMR001C
7	14	24	3	3	12	YOR198C
7	15	2	3	3	13	YLR132C
7	15	4	3	3	14	YER053C
7	15	5	3	3	15	YOL007C
7	15	6	3	3	16	YDR459C
7	15	7	3	3	17	YJR059W
7	15	8	3	3	18	YMR210W
7	15	10	3	3	19	YDR387C
7	15	14	3	3	20	YLR164W
7	15	17	3	3	21	YOL115W
7	15	20	3	3	22	YCR061W
7	15	22	3	3	23	YGL241W
7	16	2	3	3	24	YMR179W
7	16	3	3	4	1	YDR416W
7	16	4	3	4	2	YOR112W
7	16	6	3	4	3	YOR018W
7	16	10	3	4	4	YNL224C
7	16	11	3	4	5	YML111W
7	16	13	3	4	6	YNL216W
7	16	14	3	4	7	YMR192W
7	16	15	3	4	8	YPL195W
7	16	19	3	4	9	YLR188W
7	16	20	3	4	10	YJR152W
7	16	21	3	4	11	YPL012W
7	16	22	3	4	12	YGR286C
8	1	9	3	4	13	YDL033C
8	1	17	3	4	14	YER051W
8	1	18	3	4	15	YOR289W
8	1	19	3	4	16	YIL057C
8	1	24	3	4	17	YAL031C
8	2	8	3	4	18	YJR017C
8	2	11	3	4	19	YCL008C
8	2	13	3	4	20	YDL150W
8	2	16	3	4	21	YDL087C
8	2	19	3	4	22	YDR218C
8	2	20	3	4	23	YGR116W
8	2	23	3	4	24	YDR463W
8	3	1	3	5	1	YOR372C
8	3	3	3	5	2	YDR019C
8	3	4	3	5	3	YDR446W
8	3	6	3	5	4	YDR454C
8	3	8	3	5	5	YDR453C
8	3	12	3	5	6	YDR306C
8	3	13	3	5	7	YNR014W
8	3	14	3	5	8	YOR292C
8	3	18	3	5	9	YDR352W
8	3	19	3	5	10	YJR062C
8	3	22	3	5	11	YOR113W
8	4	1	3	5	12	YPL019C
8	4	5	3	5	13	YBR112C
8	4	11	3	5	14	YEL058W
8	4	12	3	5	15	YOR368W
8	4	16	3	5	16	YDL128W
8	4	18	3	5	17	YFL059W
8	4	19	3	5	18	YNL072W
8	4	20	3	5	19	YHR080C
8	4	21	3	5	20	YER054C
8	4	22	3	5	21	YOR153W
8	5	1	3	5	22	YDR405W
8	5	4	3	5	23	YGL134W
8	5	11	3	5	24	YOR315W
8	5	12	3	6	1	YFR026C
8	5	15	3	6	2	YCR051W
8	5	17	3	6	3	YLR177W
8	5	18	3	6	4	YHR050W-A
8	5	20	3	6	5	YDR189W
8	5	24	3	6	6	YMR231W
8	6	2	3	6	7	YCR105W
8	6	3	3	6	8	YER070W
8	6	4	3	6	9	YML132W
8	6	8	3	6	10	YGL243W
8	6	9	3	6	11	YHR086W-A
8	6	10	3	6	12	YOR093C
8	6	17	3	6	13	YNL323W
8	6	18	3	6	14	YGR057C
8	6	21	3	6	15	YCR094W
8	6	22	3	6	16	YNL139C
8	7	1	3	6	17	YGL155W
8	7	2	3	6	18	YLR181C
8	7	4	3	6	19	YIR017C
8	7	5	3	6	20	YDR435C
8	7	6	3	6	21	YDR451C
8	7	10	3	6	22	YPR093C
8	7	12	3	6	23	YOR238W
8	7	14	3	6	24	YER064C
8	7	20	3	7	1	YLR014C
8	7	22	3	7	2	YLR222C
8	7	23	3	7	3	YPR201W
8	8	1	3	7	4	YBR058C
8	8	2	3	7	5	YER178W
8	8	4	3	7	6	YGL212W
8	8	5	3	7	7	YDR369C
8	8	8	3	7	8	YPR051W
8	8	9	3	7	9	YBR233W-A
8	8	12	3	7	10	YDR430C
8	8	13	3	7	11	YBR147W
8	8	14	3	7	12	YDR334W
8	8	20	3	7	13	YGL206C
8	8	22	3	7	14	YGL173C
8	8	24	3	7	15	YLR312C-B
8	9	1	3	7	16	YLR212C
8	9	2	3	7	17	YER149C
8	9	5	3	7	18	YER059W
8	9	6	3	7	19	YGL164C
8	9	8	3	7	20	YLR157C-C
8	9	9	3	7	21	YKL161C
8	9	10	3	7	22	YBR141C
8	9	11	3	7	23	YHR214W
8	9	12	3	7	24	YDR438W
8	9	13	3	8	1	YPR045C
8	9	16	3	8	2	YLR125W
8	9	19	3	8	3	YOL043C
8	9	21	3	8	4	YPL094C
8	9	22	3	8	5	YKL029C
8	9	24	3	8	6	YNL192W
8	10	2	3	8	7	YDR384C
8	10	3	3	8	8	YGL086W
8	10	4	3	8	9	YPL057C
8	10	5	3	8	10	YDR293C
8	10	6	3	8	11	YOR184W
8	10	8	3	8	12	YOR049C
8	10	13	3	8	13	YER101C
8	10	14	3	8	14	YKR021W
8	10	15	3	8	15	YMR100W
8	10	16	3	8	16	YDL192W
8	10	19	3	8	17	YOL123W
8	10	20	3	8	18	YOR326W
8	10	24	3	8	19	YDR391C
8	11	4	3	8	20	YER148W
8	11	5	3	8	21	YDL017W
8	11	6	3	8	22	YDR373W
8	11	7	3	8	23	YIL161W
8	11	15	3	8	24	YOR324C
8	11	17	3	9	1	YOR091W
8	11	20	3	9	2	YOR349W
8	11	21	3	9	3	YER037W
8	12	1	3	9	4	YDL060W
8	12	3	3	9	5	YHR211W
8	12	4	3	9	6	YMR059W
8	12	5	3	9	7	YLR240W
8	12	6	3	9	8	YDL007W
8	12	8	3	9	9	YGR189C
8	12	12	3	9	10	YNL051W
8	12	16	3	9	11	YDL002C
8	12	18	3	9	12	YGR006W
8	12	20	3	9	13	YKL010C
8	12	23	3	9	14	YNL168C
8	13	3	3	9	15	YGL043W
8	13	6	3	9	16	YFL022C
8	13	10	3	9	17	YOR287C
8	13	11	3	9	18	YMR269W
8	13	13	3	9	19	YJL118W
8	13	18	3	9	20	YHR198C
8	13	19	3	9	21	YKR035W-A
8	13	22	3	9	22	YOR381W
8	13	24	3	9	23	YFL009W
8	14	1	3	9	24	YPR010C
8	14	2	3	10	1	YLR160C
8	14	3	3	10	2	YLR127C
8	14	6	3	10	3	YER016W
8	14	7	3	10	4	YOR072W-B
8	14	11	3	10	5	YIL134C-A
8	14	12	3	10	6	YDR393W
8	14	14	3	10	7	YMR029C
8	14	15	3	10	8	YOL166W-A
8	14	20	3	10	9	YBL017C
8	14	21	3	10	10	YAL012W
8	14	22	3	10	11	YDL246C
8	14	23	3	10	12	YOR134W
8	15	1	3	10	13	YGR147C
8	15	4	3	10	14	YIL122W
8	15	5	3	10	15	YNL326C
8	15	6	3	10	16	YGR208W
8	15	9	3	10	17	YOL107W
8	15	10	3	10	18	YGR052W
8	15	11	3	10	19	YKR070W
8	15	13	3	10	20	YDR124W
8	15	14	3	10	21	YDR336W
8	15	17	3	10	22	YMR115W
8	15	20	3	10	23	YMR218C
8	15	22	3	10	24	YKL210W
8	16	1	3	11	1	YMR078C
8	16	2	3	11	2	YOL031C
8	16	9	3	11	3	YAL046C
8	16	12	3	11	4	YMR196W
8	16	18	3	11	5	YCR073W-A
8	16	19	3	11	6	YPR088C
8	16	20	3	11	7	YJR066W
9	1	3	3	11	8	YDR346C
9	1	4	3	11	9	YGR170W
9	1	7	3	11	10	YGR059W
9	1	8	3	11	11	YGL133W
9	1	9	3	11	12	YMR025W
9	1	10	3	11	13	YKL219W
9	1	13	3	11	14	YIL079C
9	1	14	3	11	15	YGR155W
9	1	17	3	11	16	YGL027C
9	1	19	3	11	17	YDL040C
9	1	22	3	11	18	YNL039W
9	1	23	3	11	19	YHR119W
9	1	24	3	11	20	YML031W
9	2	4	3	11	21	YOR117W
9	2	5	3	11	22	YAL010C
9	2	6	3	11	23	YDL066W
9	2	10	3	11	24	YCR010C
9	2	11	3	12	1	YDR322W
9	2	12	3	12	2	YDR110W
9	2	14	3	12	3	YLL028W
9	2	16	3	12	4	YGL209W
9	2	18	3	12	5	YPL075W
9	2	19	3	12	6	YOR120W
9	2	20	3	12	7	YKL020C
9	2	22	3	12	8	YIR033W
9	2	23	3	12	9	YMR201C
9	2	24	3	12	10	YGR233C
9	3	1	3	12	11	YNL239W
9	3	2	3	12	12	YGL163C
9	3	3	3	12	13	YDR478W
9	3	4	3	12	14	YGL093W
9	3	6	3	12	15	YHL007C
9	3	9	3	12	16	YKL140W
9	3	10	3	12	17	YLL052C
9	3	13	3	12	18	YML054C
9	3	14	3	12	19	YBR227C
9	3	15	3	12	20	YAL034C
9	3	16	3	12	21	YHR061C
9	3	18	3	12	22	YGL171W
9	3	19	3	12	23	YHR082C
9	3	20	3	12	24	YNL173C
9	3	21	3	13	1	YML034W
9	3	22	3	13	2	YBR302C
9	3	24	3	13	3	YGR142W
9	4	1	3	13	4	YIL132C
9	4	2	3	13	5	YKL172W
9	4	3	3	13	6	YKL194C
9	4	4	3	13	7	YOR032C
9	4	6	3	13	8	YHR176W
9	4	7	3	13	9	YPL266W
9	4	10	3	13	10	YKL139W
9	4	11	3	13	11	YBR021W
9	4	13	3	13	12	YHR063C
9	4	14	3	13	13	YGR077C
9	4	18	3	13	14	YDR351W
9	4	19	3	13	15	YHR151C
9	4	20	3	13	16	YDR303C
9	4	21	3	13	17	YGR101W
9	4	22	3	13	18	YBR073W
9	5	3	3	13	19	YDR524C
9	5	6	3	13	20	YPR026W
9	5	7	3	13	21	YDR169C
9	5	8	3	13	22	YLR436C
9	5	10	3	13	23	YOR212W
9	5	12	3	13	24	YDR500C
9	5	15	3	14	1	YER044C-A
9	5	16	3	14	2	YKL191W
9	5	18	3	14	3	YKL011C
9	5	19	3	14	4	YJL165C
9	5	21	3	14	5	YJL084C
9	5	22	3	14	6	YJR001W
9	6	2	3	14	7	YPR018W
9	6	3	3	14	8	YGR141W
9	6	4	3	14	9	YLR085C
9	6	5	3	14	10	YMR093W
9	6	6	3	14	11	YMR062C
9	6	8	3	14	12	YOR119C
9	6	11	3	14	13	YPL210C
9	6	12	3	14	14	YGR088W
9	6	15	3	14	15	YOL071W
9	6	19	3	14	16	YKL094W
9	6	20	3	14	17	YGL156W
9	6	24	3	14	18	YPL217C
9	7	1	3	14	19	YOL072W
9	7	2	3	14	20	YHR077C
9	7	3	3	14	21	YJR102C
9	7	4	3	14	22	YIL017C
9	7	5	3	14	23	YHR038W
9	7	6	3	14	24	YIL075C
9	7	7	3	15	1	YER073W
9	7	9	3	15	2	YPL228W
9	7	15	3	15	3	YPL093W
9	7	16	3	15	4	YDR530C
9	7	17	3	15	5	YHR073W
9	7	19	3	15	6	YHR047C
9	7	20	3	15	7	YDR037W
9	7	21	3	15	8	YNL325C
9	7	23	3	15	9	YDR096W
9	8	3	3	15	10	YKL152C
9	8	4	3	15	11	YPL263C
9	8	5	3	15	12	YLR367W
9	8	6	3	15	13	YOL041C
9	8	9	3	15	14	YGR216C
9	8	10	3	15	15	YPL186C
9	8	11	3	15	16	YML060W
9	8	16	3	15	17	YNR019W
9	8	18	3	15	18	YDR310C
9	8	21	3	15	19	YHR002W
9	8	22	3	15	20	YDR069C
9	8	24	3	15	21	YDL035C
9	9	1	3	15	22	YBR118W
9	9	4	3	15	23	YIL048W
9	9	5	3	15	24	YHR070W
9	9	6	3	16	1	YOR335C
9	9	7	3	16	2	YIL050W
9	9	12	3	16	3	YBR083W
9	9	13	3	16	4	YNR015W
9	9	15	3	16	5	YPL023C
9	9	16	3	16	6	YGR041W
9	9	17	3	16	7	YBL008W
9	9	18	3	16	8	YPL011C
9	9	21	3	16	9	YJR132W
9	9	23	3	16	10	YGL094C
9	9	24	3	16	11	YAL042W
9	10	1	3	16	12	YDL097C
9	10	4	3	16	13	YDL131W
9	10	5	3	16	14	YPL241C
9	10	6	3	16	15	YPR131C
9	10	7	3	16	16	YPL086C
9	10	8	3	16	17	YLR183C
9	10	9	3	16	18	YCR034W
9	10	10	3	16	19	YPL128C
9	10	11	3	16	20	YKL148C
9	10	12	3	16	21	YML070W
9	10	13	3	16	22	YBR036C
9	10	14	3	16	23	YCR008W
9	10	15	3	16	24	YLR195C
9	10	17	4	1	1	YJL177W
9	10	19	4	1	2	YDR057W
9	10	21	4	1	3	YCL018W
9	10	22	4	1	4	YLR096W
9	10	24	4	1	5	YJL076W
9	11	3	4	1	6	YDR167W
9	11	4	4	1	7	YGR070W
9	11	5	4	1	8	YNL169C
9	11	6	4	1	9	YHR120W
9	11	8	4	1	10	YKL015W
9	11	9	4	1	11	YOL013C
9	11	10	4	1	12	YOR209C
9	11	13	4	1	13	YPR054W
9	11	14	4	1	14	YHR207C
9	11	15	4	1	15	YLR431C
9	11	17	4	1	16	YAL035W
9	11	19	4	1	17	YFL050C
9	11	20	4	1	18	YJR002W
9	11	23	4	1	19	YDR074W
9	12	1	4	1	20	YGR038W
9	12	2	4	1	21	YPR155C
9	12	3	4	1	22	YBR257W
9	12	4	4	1	23	YBR279W
9	12	6	4	1	24	YKL144C
9	12	8	4	2	1	YLL045C
9	12	9	4	2	2	YDR143C
9	12	10	4	2	3	YKL216W
9	12	11	4	2	4	YDL188C
9	12	12	4	2	5	YMR250W
9	12	14	4	2	6	YIR021W
9	12	15	4	2	7	YBR278W
9	12	17	4	2	8	YJR150C
9	12	21	4	2	9	YHR037W
9	12	23	4	2	10	YKR061W
9	13	2	4	2	11	YPR021C
9	13	4	4	2	12	YHR098C
9	13	5	4	2	13	YPL124W
9	13	6	4	2	14	YDR097C
9	13	11	4	2	15	YGR092W
9	13	13	4	2	16	YDR419W
9	13	14	4	2	17	YCL031C
9	13	15	4	2	18	YML056C
9	13	16	4	2	19	YOR075W
9	13	17	4	2	20	YMR053C
9	13	18	4	2	21	YHR150W
9	13	19	4	2	22	YDR325W
9	13	21	4	2	23	YHR154W
9	13	24	4	2	24	YNL130C
9	14	1	4	3	1	YHR118C
9	14	2	4	3	2	YOL124C
9	14	3	4	3	3	YHR183W
9	14	4	4	3	4	YNL279W
9	14	5	4	3	5	YHR046C
9	14	6	4	3	6	YMR133W
9	14	7	4	3	7	YGR292W
9	14	9	4	3	8	YLR158C
9	14	10	4	3	9	YLR417W
9	14	11	4	3	10	YGL124C
9	14	12	4	3	11	YNR035C
9	14	13	4	3	12	YGL187C
9	14	14	4	3	13	YPL081W
9	14	18	4	3	14	YJL050W
9	14	19	4	3	15	YEL004W
9	14	20	4	3	16	YNL163C
9	14	21	4	3	17	YCR102C
9	14	24	4	3	18	YIR023W
9	15	1	4	3	19	YHR175W
9	15	2	4	3	20	YLR309C
9	15	3	4	3	21	YGR081C
9	15	4	4	3	22	YFR031C
9	15	5	4	3	23	YFL021W
9	15	6	4	3	24	YGL238W
9	15	9	4	4	1	YGL091C
9	15	10	4	4	2	YJR065C
9	15	16	4	4	3	YJR064W
9	15	17	4	4	4	YFL025C
9	15	18	4	4	5	YER179W
9	15	19	4	4	6	YDR285W
9	15	21	4	4	7	YLR045C
9	16	4	4	4	8	YPL202C
9	16	9	4	4	9	YCR107W
9	16	10	4	4	10	YIL021W
9	16	11	4	4	11	YMR214W
9	16	14	4	4	12	YML071C
9	16	16	4	4	13	YIL031W
9	16	18	4	4	14	YJL078C
9	16	20	4	4	15	YDR409W
9	16	21	4	4	16	YGR278W
9	16	22	4	4	17	YKL201C
10	1	3	4	4	18	YOR346W
10	1	8	4	4	19	YOR341W
10	1	9	4	4	20	YOR216C
10	1	10	4	4	21	YBR208C
10	1	11	4	4	22	YJL126W
10	1	14	4	4	23	YKL157W
10	1	16	4	4	24	YBR235W
10	1	18	4	5	1	YKL050C
10	1	21	4	5	2	YOR165W
10	1	22	4	5	3	YBR004C
10	1	23	4	5	4	YOL095C
10	1	24	4	5	5	YMR221C
10	2	3	4	5	6	YPR046W
10	2	5	4	5	7	YPL258C
10	2	6	4	5	8	YMR217W
10	2	8	4	5	9	YOR311C
10	2	10	4	5	10	YPL243W
10	2	13	4	5	11	YGR020C
10	2	14	4	5	12	YDR465C
10	2	16	4	5	13	YLL035W
10	2	17	4	5	14	YOL083W
10	2	18	4	5	15	YLR351C
10	2	20	4	5	16	YDR164C
10	2	21	4	5	17	YPL117C
10	2	22	4	5	18	YPL175W
10	2	23	4	5	19	YJR118C
10	2	24	4	5	20	YPL190C
10	3	1	4	5	21	YEL031W
10	3	2	4	5	22	YPL032C
10	3	3	4	5	23	YFR040W
10	3	4	4	5	24	YJL094C
10	3	5	4	6	1	YKL106W
10	3	11	4	6	2	YPR198W
10	3	12	4	6	3	YLR207W
10	3	13	4	6	4	YKL032C
10	3	14	4	6	5	YDR122W
10	3	15	4	6	6	YNL167C
10	3	17	4	6	7	YKR024C
10	3	19	4	6	8	YNL258C
10	3	21	4	6	9	YBR001C
10	3	23	4	6	10	YIL095W
10	3	24	4	6	11	YPL272C
10	4	3	4	6	12	YCL048W
10	4	4	4	6	13	YLR034C
10	4	5	4	6	14	YOR278W
10	4	10	4	6	15	YNL332W
10	4	13	4	6	16	YBL091C
10	4	16	4	6	17	YKL204W
10	4	18	4	6	18	YIL144W
10	4	21	4	6	19	YDL127W
10	4	23	4	6	20	YCL067C
10	4	24	4	6	21	YER065C
10	5	1	4	6	22	YDR166C
10	5	3	4	6	23	YDR407C
10	5	4	4	6	24	YBL079W
10	5	6	4	7	1	YCR089W
10	5	7	4	7	2	YIL074C
10	5	10	4	7	3	YJL042W
10	5	12	4	7	4	YJL204C
10	5	15	4	7	5	YGL113W
10	5	18	4	7	6	YLR409C
10	5	19	4	7	7	YPL074W
10	5	21	4	7	8	YGL145W
10	6	3	4	7	9	YPR157W
10	6	4	4	7	10	YCL026C-A
10	6	7	4	7	11	YOL052C
10	6	8	4	7	12	YOL056W
10	6	9	4	7	13	YFL060C
10	6	12	4	7	14	YKL155C
10	6	14	4	7	15	YMR113W
10	6	15	4	7	16	YIL114C
10	6	17	4	7	17	YMR003W
10	6	19	4	7	18	YKL098W
10	6	20	4	7	19	YJL082W
10	6	21	4	7	20	YHR104W
10	6	22	4	7	21	YGR237C
10	6	24	4	7	22	YDL132W
10	7	1	4	7	23	YKR103W
10	7	2	4	7	24	YER040W
10	7	3	4	8	1	YPL040C
10	7	4	4	8	2	YOR141C
10	7	5	4	8	3	YNL206C
10	7	8	4	8	4	YJL039C
10	7	11	4	8	5	YDR358W
10	7	14	4	8	6	YIL112W
10	7	15	4	8	7	YOR001W
10	7	16	4	8	8	YDR128W
10	7	18	4	8	9	YHR155W
10	7	21	4	8	10	YOR035C
10	7	22	4	8	11	YCL069W
10	7	23	4	8	12	YJR126C
10	8	3	4	8	13	YPL254W
10	8	5	4	8	14	YPR103W
10	8	6	4	8	15	YGR120C
10	8	8	4	8	16	YCL009C
10	8	10	4	8	17	YLR447C
10	8	12	4	8	18	YNL020C
10	8	16	4	8	19	YFR029W
10	8	20	4	8	20	YBR143C
10	8	21	4	8	21	YLR007W
10	8	22	4	8	22	YDR188W
10	8	24	4	8	23	YBL039C
10	9	4	4	8	24	YPL167C
10	9	5	4	9	1	YDL235C
10	9	6	4	9	2	YCL014W
10	9	8	4	9	3	YKR031C
10	9	11	4	9	4	YKR002W
10	9	13	4	9	5	YKL166C
10	9	16	4	9	6	YPL150W
10	10	1	4	9	7	YPR186C
10	10	2	4	9	8	YOR103C
10	10	3	4	9	9	YOL111C
10	10	5	4	9	10	YOR386W
10	10	6	4	9	11	YGL179C
10	10	10	4	9	12	YOL091W
10	10	11	4	9	13	YCL050C
10	10	15	4	9	14	YNL160W
10	10	16	4	9	15	YBR117C
10	10	17	4	9	16	YMR027W
10	10	19	4	9	17	YGL200C
10	10	20	4	9	18	YGR003W
10	10	21	4	9	19	YLR070C
10	10	22	4	9	20	YBR114W
10	11	4	4	9	21	YDR206W
10	11	6	4	9	22	YBR245C
10	11	10	4	9	23	YMR259C
10	11	12	4	9	24	YOR133W
10	11	16	4	10	1	YNL313C
10	11	19	4	10	2	YLR072W
10	11	22	4	10	3	YOL125W
10	11	24	4	10	4	YMR144W
10	12	2	4	10	5	YML068W
10	12	3	4	10	6	YOR351C
10	12	4	4	10	7	YLR314C
10	12	5	4	10	8	YNL194C
10	12	6	4	10	9	YIL093C
10	12	10	4	10	10	YBL033C
10	12	12	4	10	11	YKR056W
10	12	13	4	10	12	YGR049W
10	12	15	4	10	13	YNL288W
10	12	17	4	10	14	YNL010W
10	12	18	4	10	15	YFR015C
10	12	20	4	10	16	YIL071C
10	12	21	4	10	17	YDR354W
10	12	22	4	10	18	YFL011W
10	12	24	4	10	19	YHR172W
10	13	1	4	10	20	YDR238C
10	13	3	4	10	21	YCR073C
10	13	6	4	10	22	YMR219W
10	13	7	4	10	23	YLL027W
10	13	10	4	10	24	YDR464W
10	13	11	4	11	1	YHR108W
10	13	13	4	11	2	YML080W
10	13	14	4	11	3	YDL117W
10	13	15	4	11	4	YFL042C
10	13	16	4	11	5	YJR090C
10	13	18	4	11	6	YPL137C
10	13	19	4	11	7	YDL206W
10	13	20	4	11	8	YLR312C
10	13	21	4	11	9	YIL068C
10	13	24	4	11	10	YLR097C
10	14	2	4	11	11	YBR093C
10	14	5	4	11	12	YOR101W
10	14	10	4	11	13	YFR023W
10	14	12	4	11	14	YLR107W
10	14	18	4	11	15	YLR440C
10	14	21	4	11	16	YPR168W
10	14	22	4	11	17	YPL045W
10	15	1	4	11	18	YDR104C
10	15	2	4	11	19	YNL126W
10	15	4	4	11	20	YHR164C
10	15	6	4	11	21	YDR217C
10	15	8	4	11	22	YKL014C
10	15	12	4	11	23	YFR038W
10	15	14	4	11	24	YIL151C
10	15	15	4	12	1	YKL054C
10	15	16	4	12	2	YBR033W
10	15	17	4	12	3	YDR138W
10	15	20	4	12	4	YMR067C
10	15	21	4	12	5	YNL021W
10	16	3	4	12	6	YDL180W
10	16	12	4	12	7	YER103W
10	16	15	4	12	8	YGR168C
10	16	16	4	12	9	YLR117C
10	16	17	4	12	10	YPR127W
10	16	19	4	12	11	YOR174W
10	16	20	4	12	12	YBL011W
10	16	22	4	12	13	YER109C
11	1	3	4	12	14	YKR053C
11	1	4	4	12	15	YIL089W
11	1	7	4	12	16	YJL008C
11	1	10	4	12	17	YKL176C
11	1	12	4	12	18	YBR261C
11	1	15	4	12	19	YHR101C
11	1	19	4	12	20	YOL062C
11	1	20	4	12	21	YMR227C
11	1	24	4	12	22	YIL104C
11	2	5	4	12	23	YBR267W
11	2	7	4	12	24	YDL053C
11	2	8	4	13	1	YML079W
11	2	9	4	13	2	YBR071W
11	2	12	4	13	3	YDL076C
11	2	16	4	13	4	YLL049W
11	2	18	4	13	5	YNL011C
11	2	19	4	13	6	YDR132C
11	2	22	4	13	7	YFL055W
11	2	23	4	13	8	YER158C
11	2	24	4	13	9	YNL176C
11	3	1	4	13	10	YJR147W
11	3	2	4	13	11	YLR437C
11	3	4	4	13	12	YHL012W
11	3	6	4	13	13	YMR232W
11	3	8	4	13	14	YDL176W
11	3	15	4	13	15	YFL041W
11	3	16	4	13	16	YBR138C
11	3	17	4	13	17	YJR078W
11	3	19	4	13	18	YDL083C
11	3	23	4	13	19	YDR229W
11	4	2	4	13	20	YJL181W
11	4	3	4	13	21	YML119W
11	4	4	4	13	22	YBR013C
11	4	7	4	13	23	YGR016W
11	4	8	4	13	24	YLR145W
11	4	9	4	14	1	YKL133C
11	4	12	4	14	2	YPR171W
11	4	13	4	14	3	YPR147C
11	4	15	4	14	4	YIR041W
11	4	18	4	14	5	YNR018W
11	4	20	4	14	6	YGL117W
11	4	22	4	14	7	YDR117C
11	4	23	4	14	8	YLL058W
11	5	1	4	14	9	YDR047W
11	5	3	4	14	10	YOL126C
11	5	4	4	14	11	YEL041W
11	5	5	4	14	12	YLR121C
11	5	6	4	14	13	YPR074C
11	5	8	4	14	14	YDR211W
11	5	9	4	14	15	YOR340C
11	5	10	4	14	16	YDR499W
11	5	11	4	14	17	YLR210W
11	5	16	4	14	18	YGR017W
11	5	18	4	14	19	YHR185C
11	5	21	4	14	20	YPR145W
11	5	22	4	14	21	YAL025C
11	5	24	4	14	22	YFL044C
11	6	3	4	14	23	YER187W
11	6	4	4	14	24	YPL279C
11	6	5	4	15	1	YJR080C
11	6	7	4	15	2	YGR263C
11	6	10	4	15	3	YMR155W
11	6	11	4	15	4	YJR116W
11	6	12	4	15	5	YHR187W
11	6	17	4	15	6	YLR031W
11	6	18	4	15	7	YMR322C
11	6	19	4	15	8	YPL017C
11	6	23	4	15	9	YNL275W
11	7	2	4	15	10	YPL252C
11	7	4	4	15	11	YNL283C
11	7	5	4	15	12	YCL004W
11	7	6	4	15	13	YDR172W
11	7	7	4	15	14	YFR034C
11	7	8	4	15	15	YJL112W
11	7	10	4	15	16	YGL108C
11	7	12	4	15	17	YOR391C
11	7	13	4	15	18	YMR282C
11	7	14	4	15	19	YMR206W
11	7	18	4	15	20	YMR004W
11	7	20	4	15	21	YGL066W
11	7	21	4	15	22	YKR059W
11	7	24	4	15	23	YPL039W
11	8	3	4	15	24	YPL236C
11	8	7	4	16	1	YIL157C
11	8	9	4	16	2	YGR201C
11	8	12	4	16	3	YBR061C
11	8	13	4	16	4	YER014C-A
11	8	14	4	16	5	YPL191C
11	8	15	4	16	6	YNR048W
11	8	18	4	16	7	YDR198C
11	8	20	4	16	8	YBR030W
11	8	21	4	16	9	YMR099C
11	8	22	4	16	10	YLR199C
11	8	23	4	16	11	YJL216C
11	9	2	4	16	12	YML005W
11	9	3	4	16	13	YML097C
11	9	6	4	16	14	YLR143W
11	9	8	4	16	15	YLR362W
11	9	9	4	16	16	YKR081C
11	9	12	4	16	17	YER182W
11	9	13	4	16	18	YBR299W
11	9	15	4	16	19	YPL161C
11	9	16	4	16	20	YMR299C
11	9	18	4	16	21	YDR501W
11	9	23	4	16	22	YDL027C
11	10	2	4	16	23	YMR098C
11	10	3	4	16	24	YBR255C-A
11	10	4	5	1	1	YNR074C
11	10	5	5	1	2	YNR021W
11	10	6	5	1	3	YNR024W
11	10	7	5	1	4	YOR059C
11	10	9	5	1	5	YAR028W
11	10	10	5	1	6	YNL019C
11	10	17	5	1	7	YMR111C
