Source Plate	Source Row	Source Column	Destination Plate	Destination Row	Destination Column	Gene
5	6	4	2	16	7	YOR047C
5	6	5	2	16	8	YLR361C
5	6	6	2	16	9	YPL003W
5	6	8	2	16	10	YPL063W
5	6	9	2	16	11	YEL029C
5	6	10	2	16	12	YLR166C
5	6	11	2	16	13	YEL056W
5	6	13	2	16	14	YGL044C
5	6	14	2	16	15	YPL139C
5	6	16	2	16	16	YPR118W
5	6	17	2	16	17	YKL132C
5	6	18	2	16	18	YML102W
5	6	19	2	16	19	YPL050C
5	6	20	2	16	20	YMR153W
5	6	21	2	16	21	YGR175C
5	6	22	2	16	22	YAR071W
5	6	23	2	16	23	YDR484W
5	7	3	2	16	24	YJR049C
5	7	4	3	1	1	YPL133C
5	7	6	3	1	2	YNL330C
5	7	7	3	1	3	YFL001W
5	7	8	3	1	4	YNL005C
5	7	9	3	1	5	YPR066W
5	7	12	3	1	6	YBR294W
5	7	13	3	1	7	YIL090W
5	7	14	3	1	8	YDR520C
5	7	15	3	1	9	YIL038C
5	7	16	3	1	10	YFL061W
5	7	17	3	1	11	YBR246W
5	7	21	3	1	12	YEL040W
5	7	23	3	1	13	YPR060C
5	8	2	3	1	14	YBL023C
5	8	6	3	1	15	YOR348C
5	8	8	3	1	16	YPL100W
5	8	9	3	1	17	YER127W
5	8	10	3	1	18	YLR287C-A
5	8	12	3	1	19	YLR194C
5	8	14	3	1	20	YPL201C
5	8	15	3	1	21	YGL208W
5	8	16	3	1	22	YDL141W
5	8	17	3	1	23	YKL124W
5	8	19	3	1	24	YPR024W
5	8	20	3	2	1	YMR065W
5	8	22	3	2	2	YBL030C
5	8	23	3	2	3	YDL224C
5	8	24	3	2	4	YGR287C
5	9	1	3	2	5	YJL069C
5	9	3	3	2	6	YJR130C
5	9	4	3	2	7	YPL173W
5	9	5	3	2	8	YPL130W
5	9	6	3	2	9	YMR042W
5	9	7	3	2	10	YDR514C
5	9	8	3	2	11	YNL058C
5	9	9	3	2	12	YPR139C
5	9	10	3	2	13	YLR139C
5	9	12	3	2	14	YKR008W
5	9	13	3	2	15	YIL097W
5	9	14	3	2	16	YEL039C
5	9	15	3	2	17	YIL143C
5	9	16	3	2	18	YOR323C
5	9	17	3	2	19	YBR272C
5	9	18	3	2	20	YOR230W
5	9	20	3	2	21	YOR002W
5	9	21	3	2	22	YER005W
5	9	23	3	2	23	YPR072W
5	9	24	3	2	24	YMR326C
5	10	2	3	3	1	YGR021W
5	10	3	3	3	2	YJL083W
5	10	4	3	3	3	YOR118W
5	10	5	3	3	4	YNL199C
5	10	6	3	3	5	YOR329C
5	10	7	3	3	6	YDL065C
5	10	8	3	3	7	YPL026C
5	10	9	3	3	8	YDR531W
5	10	11	3	3	9	YDR473C
5	10	14	3	3	10	YPR023C
5	10	16	3	3	11	YER062C
5	10	17	3	3	12	YKL135C
5	10	20	3	3	13	YMR032W
5	10	21	3	3	14	YFL053W
5	10	22	3	3	15	YBR123C
5	10	23	3	3	16	YDL185W
5	10	24	3	3	17	YHL046C
5	11	1	3	3	18	YJL033W
5	11	3	3	3	19	YKL052C
5	11	4	3	3	20	YPL153C
5	11	6	3	3	21	YMR070W
5	11	8	3	3	22	YLR057W
5	11	13	3	3	23	YIL146C
5	11	15	3	3	24	YIL109C
5	11	16	3	4	1	YPR080W
5	11	17	3	4	2	YBR283C
5	11	20	3	4	3	YNL188W
5	11	22	3	4	4	YLR429W
5	11	24	3	4	5	YHR026W
5	12	1	3	4	6	YHL038C
5	12	2	3	4	7	YGL245W
5	12	4	3	4	8	YOL141W
5	12	5	3	4	9	YCR076C
5	12	7	3	4	10	YDL226C
5	12	8	3	4	11	YLL029W
5	12	9	3	4	12	YER118C
5	12	13	3	4	13	YGL232W
5	12	14	3	4	14	YPR047W
5	12	15	3	4	15	YFR021W
5	12	17	3	4	16	YKL168C
5	12	18	3	4	17	YML123C
5	12	19	3	4	18	YDL091C
5	12	20	3	4	19	YMR061W
5	12	21	3	4	20	YFL049W
5	12	23	3	4	21	YER018C
5	13	1	3	4	22	YJL201W
5	13	3	3	4	23	YCR027C
5	13	4	3	4	24	YPL209C
5	13	5	3	5	1	YGR234W
5	13	7	3	5	2	YGL221C
5	13	8	3	5	3	YLR060W
5	13	15	3	5	4	YJL035C
5	13	16	3	5	5	YPR111W
5	13	18	3	5	6	YOR264W
5	13	22	3	5	7	YMR006C
5	13	23	3	5	8	YPR114W
5	13	24	3	5	9	YER019C-A
5	14	2	3	5	10	YIL137C
5	14	4	3	5	11	YOR125C
5	14	7	3	5	12	YDL193W
5	14	8	3	5	13	YBR086C
5	14	10	3	5	14	YLR291C
5	14	13	3	5	15	YGL248W
5	14	15	3	5	16	YJR145C
5	14	17	3	5	17	YPL249C
5	14	18	3	5	18	YMR063W
5	14	20	3	5	19	YMR104C
5	14	21	3	5	20	YAR008W
5	14	23	3	5	21	YER061C
5	14	24	3	5	22	YBL112C
5	15	1	3	5	23	YJR095W
5	15	2	3	5	24	YCR096C
5	15	3	3	6	1	YBR242W
5	15	4	3	6	2	YNL061W
5	15	5	3	6	3	YGR124W
5	15	6	3	6	4	YMR095C
5	15	8	3	6	5	YLR071C
5	15	9	3	6	6	YDR540C
5	15	10	3	6	7	YML027W
5	15	11	3	6	8	YNL047C
5	15	13	3	6	9	YIL155C
5	15	14	3	6	10	YER120W
5	15	15	3	6	11	YJL043W
5	15	16	3	6	12	YCR039C
5	15	17	3	6	13	YLR300W
5	15	18	3	6	14	YOR266W
5	15	20	3	6	15	YNL240C
5	15	21	3	6	16	YPL255W
5	15	22	3	6	17	YMR008C
5	16	3	3	6	18	YKL181W
5	16	4	3	6	19	YOR204W
5	16	5	3	6	20	YDL201W
5	16	6	3	6	21	YPL088W
5	16	7	3	6	22	YDL001W
5	16	8	3	6	23	YBR079C
5	16	12	3	6	24	YPL115C
5	16	16	3	7	1	YER117W
5	16	17	3	7	2	YLR412W
5	16	19	3	7	3	YFL058W
5	16	22	3	7	4	YGR085C
6	1	3	3	7	5	YNR020C
6	1	6	3	7	6	YJL191W
6	1	7	3	7	7	YPL280W
6	1	8	3	7	8	YOR237W
6	1	17	3	7	9	YDL044C
6	1	19	3	7	10	YHR043C
6	1	20	3	7	11	YBR222C
6	1	23	3	7	12	YBR250W
6	1	24	3	7	13	YPL206C
6	2	5	3	7	14	YDR474C
6	2	17	3	7	15	YGR225W
6	2	20	3	7	16	YPL132W
6	2	23	3	7	17	YLR002C
6	3	1	3	7	18	YIL066C
6	3	3	3	7	19	YNL320W
6	3	8	3	7	20	YOR239W
6	3	9	3	7	21	YML026C
6	3	14	3	7	22	YLR284C
6	3	15	3	7	23	YBR291C
6	3	16	3	7	24	YJR094W-A
6	3	17	3	8	1	YDL064W
6	3	18	3	8	2	YIL022W
6	3	19	3	8	3	YOL064C
6	3	23	3	8	4	YBR274W
6	4	1	3	8	5	YDR021W
6	4	2	3	8	6	YML120C
6	4	3	3	8	7	YCR053W
6	4	14	3	8	8	YBR260C
6	4	17	3	8	9	YGR191W
6	4	23	3	8	10	YMR253C
6	5	4	3	8	11	YIL111W
6	5	5	3	8	12	YOR327C
6	5	6	3	8	13	YOR129C
6	5	7	3	8	14	YDL022W
6	5	8	3	8	15	YOR283W
6	5	10	3	8	16	YBL027W
6	5	13	3	8	17	YJR052W
6	5	14	3	8	18	YLR439W
6	5	15	3	8	19	YBR231C
6	5	17	3	8	20	YEL051W
6	5	20	3	8	21	YNL080C
6	5	21	3	8	22	YOR006C
6	5	22	3	8	23	YOR234C
6	5	24	3	8	24	YHR122W
6	6	5	3	9	1	YEL069C
6	6	8	3	9	2	YDR082W
6	6	10	3	9	3	YNR069C
6	6	12	3	9	4	YJL085W
6	6	13	3	9	5	YBR028C
6	6	14	3	9	6	YDR146C
6	6	19	3	9	7	YDR085C
6	7	3	3	9	8	YNL246W
6	7	7	3	9	9	YDL061C
6	7	8	3	9	10	YGR294W
6	7	9	3	9	11	YMR011W
6	7	12	3	9	12	YLR179C
6	7	14	3	9	13	YGR159C
6	7	15	3	9	14	YIL011W
6	7	16	3	9	15	YNL128W
6	7	17	3	9	16	YGR279C
6	7	20	3	9	17	YDL216C
6	8	17	3	9	18	YHR015W
6	8	19	3	9	19	YLR227W-A
6	9	2	3	9	20	YBR084C-A
6	9	3	3	9	21	YNR023W
6	9	10	3	9	22	YBL059W
6	9	11	3	9	23	YNL146W
6	9	14	3	9	24	YHR060W
6	9	16	3	10	1	YCL029C
6	9	17	3	10	2	YGR037C
6	9	19	3	10	3	YOL105C
6	9	21	3	10	4	YOR114W
6	9	22	3	10	5	YPL066W
6	10	6	3	10	6	YJL110C
6	10	10	3	10	7	YNL119W
6	10	20	3	10	8	YOR269W
6	10	21	3	10	9	YLR081W
6	10	22	3	10	10	YDR364C
6	11	1	3	10	11	YMR278W
6	11	7	3	10	12	YDR538W
6	11	9	3	10	13	YMR246W
6	11	10	3	10	14	YFR008W
6	11	13	3	10	15	YJR008W
6	11	16	3	10	16	YHL039W
6	11	21	3	10	17	YOR115C
6	11	23	3	10	18	YKR043C
6	12	4	3	10	19	YBR170C
6	12	11	3	10	20	YBR166C
6	12	14	3	10	21	YDL167C
6	12	16	3	10	22	YDR239C
6	12	19	3	10	23	YLR231C
6	13	5	3	10	24	YOR390W
6	13	6	3	11	1	YOR205C
6	13	8	3	11	2	YER039C-A
6	13	11	3	11	3	YJL196C
6	13	13	3	11	4	YKL060C
6	13	14	3	11	5	YBR070C
6	13	18	3	11	6	YIL039W
6	13	19	3	11	7	YOL127W
6	13	21	3	11	8	YBR240C
6	13	22	3	11	9	YPL184C
6	14	1	3	11	10	YDR036C
6	14	3	3	11	11	YFL040W
6	14	4	3	11	12	YAL047C
6	14	5	3	11	13	YGL110C
6	14	11	3	11	14	YBL045C
6	14	16	3	11	15	YFR013W
6	14	17	3	11	16	YDR072C
6	14	21	3	11	17	YLR276C
6	15	4	3	11	18	YJL066C
6	15	6	3	11	19	YOR223W
6	15	7	3	11	20	YLR435W
6	15	8	3	11	21	YER152C
6	15	11	3	11	22	YJL134W
6	15	12	3	11	23	YLR213C
6	15	19	3	11	24	YOL140W
6	16	16	3	12	1	YDR251W
6	16	17	3	12	2	YDR062W
6	16	21	3	12	3	YLR273C
7	1	5	3	12	4	YGL141W
7	1	7	3	12	5	YIL005W
7	1	10	3	12	6	YKR017C
7	1	14	3	12	7	YOL053W
7	1	19	3	12	8	YJL070C
7	1	22	3	12	9	YDR359C
7	1	24	3	12	10	YNL132W
7	2	3	3	12	11	YPL226W
7	2	4	3	12	12	YOR188W
7	2	5	3	12	13	YJL101C
7	2	6	3	12	14	YPL221W
7	2	7	3	12	15	YOR219C
7	2	8	3	12	16	YLR047C
7	2	9	3	12	17	YMR189W
7	2	10	3	12	18	YPR175W
7	2	11	3	12	19	YKL209C
7	2	12	3	12	20	YOR304W
7	2	13	3	12	21	YOR207C
7	2	14	3	12	22	YOR022C
7	2	15	3	12	23	YMR165C
7	2	16	3	12	24	YOR081C
7	2	17	3	13	1	YOL017W
7	2	18	3	13	2	YJL200C
7	2	19	3	13	3	YLR336C
7	2	21	3	13	4	YMR275C
7	2	22	3	13	5	YHR213W-B
7	2	23	3	13	6	YDR213W
7	3	4	3	13	7	YGR079W
7	3	5	3	13	8	YGL137W
7	3	7	3	13	9	YHR149C
7	3	9	3	13	10	YJL068C
7	3	11	3	13	11	YDL164C
7	3	15	3	13	12	YPR156C
7	3	16	3	13	13	YGR153W
7	3	17	3	13	14	YKR039W
7	3	19	3	13	15	YGR258C
7	3	21	3	13	16	YHR158C
7	3	22	3	13	17	YDL214C
7	3	24	3	13	18	YGL205W
7	4	1	3	13	19	YNL106C
7	4	2	3	13	20	YEL055C
7	4	3	3	13	21	YPL084W
7	4	4	3	13	22	YML035C
7	4	5	3	13	23	YKL213C
7	4	6	3	13	24	YOR087W
7	4	7	3	14	1	YLR389C
7	4	8	3	14	2	YHR027C
7	4	9	3	14	3	YLR219W
7	4	10	3	14	4	YOR058C
7	4	11	3	14	5	YBL014C
7	4	12	3	14	6	YMR031C
7	4	13	3	14	7	YNL068C
7	4	14	3	14	8	YGR125W
7	4	15	3	14	9	YPL089C
7	4	16	3	14	10	YBL104C
7	4	17	3	14	11	YML029W
7	4	19	3	14	12	YKL146W
7	4	21	3	14	13	YLL019C
7	4	23	3	14	14	YOL021C
7	5	1	3	14	15	YGR229C
7	5	3	3	14	16	YDL210W
7	5	4	3	14	17	YNL269W
7	5	5	3	14	18	YEL043W
7	5	7	3	14	19	YGR264C
7	5	8	3	14	20	YHR050W
7	5	9	3	14	21	YHR097C
7	5	11	3	14	22	YDR034C
7	5	13	3	14	23	YDR273W
7	5	14	3	14	24	YFL052W
7	5	15	3	15	1	YGL103W
7	5	16	3	15	2	YER080W
7	5	17	3	15	3	YDR060W
7	5	18	3	15	4	YDR319C
7	5	20	3	15	5	YDR494W
7	5	22	3	15	6	YKL197C
7	5	24	3	15	7	YGL062W
7	6	1	3	15	8	YNL298W
7	6	2	3	15	9	YML104C
7	6	3	3	15	10	YER151C
7	6	4	3	15	11	YNL250W
7	6	5	3	15	12	YBR150C
7	6	6	3	15	13	YOR156C
7	6	7	3	15	14	YPL022W
7	6	8	3	15	15	YPR115W
7	6	9	3	15	16	YER176W
7	6	10	3	15	17	YNR067C
7	6	11	3	15	18	YDR108W
7	6	12	3	15	19	YOL057W
7	6	13	3	15	20	YER024W
7	6	14	3	15	21	YPR091C
7	6	15	3	15	22	YDL220C
7	6	16	3	15	23	YNL212W
7	6	17	3	15	24	YLR396C
7	6	19	3	16	1	YNL127W
7	6	20	3	16	2	YDR434W
7	6	21	3	16	3	YLR084C
7	6	22	3	16	4	YLR420W
7	6	23	3	16	5	YBR172C
7	6	24	3	16	6	YIR031C
7	7	1	3	16	7	YHR016C
7	7	3	3	16	8	YDR049W
7	7	4	3	16	9	YKL082C
7	7	5	3	16	10	YGR140W
7	7	7	3	16	11	YGR199W
7	7	11	3	16	12	YDL056W
7	7	12	3	16	13	YPL229W
7	7	14	3	16	14	YDR003W
7	7	16	3	16	15	YGL050W
7	7	17	3	16	16	YDR039C
7	7	18	3	16	17	YGR154C
7	7	22	3	16	18	YER015W
7	7	24	3	16	19	YDL095W
7	8	1	3	16	20	YOR211C
7	8	2	3	16	21	YGL216W
7	8	3	3	16	22	YDR452W
7	8	4	3	16	23	YML042W
7	8	5	3	16	24	YIL147C
7	8	6	4	1	1	YOR160W
7	8	7	4	1	2	YAL002W
7	8	8	4	1	3	YDR186C
7	8	9	4	1	4	YOR330C
7	8	10	4	1	5	YER125W
7	8	11	4	1	6	YER013W
7	8	12	4	1	7	YPL126W
7	8	13	4	1	8	YKL220C
7	8	14	4	1	9	YLR095C
7	8	15	4	1	10	YHL024W
7	8	16	4	1	11	YLR337C
7	8	17	4	1	12	YGL167C
7	8	18	4	1	13	YLL002W
7	8	19	4	1	14	YEL053C
7	8	21	4	1	15	YLR233C
7	8	23	4	1	16	YJL197W
7	9	1	4	1	17	YHR132W-A
7	9	3	4	1	18	YHR055C
7	9	6	4	1	19	YOR095C
7	9	7	4	1	20	YIR007W
7	9	10	4	1	21	YNL230C
7	9	11	4	1	22	YDR027C
7	9	17	4	1	23	YDR335W
7	9	22	4	1	24	YLR272C
7	9	24	4	2	1	YLR330W
7	10	1	4	2	2	YNL125C
7	10	2	4	2	3	YLR347C
7	10	3	4	2	4	YDR379W
7	10	4	4	2	5	YOR322C
7	10	5	4	2	6	YLR115W
7	10	6	4	2	7	YOL036W
7	10	7	4	2	8	YCR030C
7	10	8	4	2	9	YOR019W
7	10	9	4	2	10	YMR054W
7	10	10	4	2	11	YHR131C
7	10	11	4	2	12	YMR309C
7	10	12	4	2	13	YFR022W
7	10	13	4	2	14	YML075C
7	10	14	4	2	15	YGR250C
7	10	15	4	2	16	YPR055W
7	10	16	4	2	17	YLR001C
7	10	17	4	2	18	YDR205W
7	10	19	4	2	19	YER111C
7	10	20	4	2	20	YKL087C
7	10	23	4	2	21	YML061C
7	11	1	4	2	22	YIL175W
7	11	2	4	2	23	YPR169W
7	11	4	4	2	24	YNL294C
7	11	5	4	3	1	YNL096C
7	11	7	4	3	2	YHR182W
7	11	10	4	3	3	YOR307C
7	11	11	4	3	4	YBR229C
7	11	17	4	3	5	YGR014W
7	11	22	4	3	6	YLR228C
7	11	24	4	3	7	YOR048C
7	12	1	4	3	8	YLL051C
7	12	2	4	3	9	YGL008C
7	12	3	4	3	10	YKL034W
7	12	4	4	3	11	YKR018C
7	12	5	4	3	12	YLR153C
7	12	6	4	3	13	YGL016W
7	12	7	4	3	14	YPR159W
7	12	8	4	3	15	YKR027W
7	12	9	4	3	16	YJL093C
7	12	10	4	3	17	YGR145W
7	12	11	4	3	18	YBR081C
7	12	12	4	3	19	YPR181C
7	12	14	4	3	20	YGR130C
7	12	15	4	3	21	YNL221C
7	12	17	4	3	22	YLR274W
7	12	19	4	3	23	YLR304C
7	12	20	4	3	24	YGR204C-A
7	12	21	4	4	1	YER110C
7	12	23	4	4	2	YMR273C
7	13	2	4	4	3	YCL005W
7	13	5	4	4	4	YNL265C
7	13	7	4	4	5	YHR028C
7	13	11	4	4	6	YDR028C
7	13	24	4	4	7	YOR206W
7	14	1	4	4	8	YLR223C
7	14	2	4	4	9	YLR258W
7	14	3	4	4	10	YPR122W
7	14	4	4	4	11	YNL023C
7	14	5	4	4	12	YKR010C
7	14	6	4	4	13	YER184C
7	14	7	4	4	14	YMR205C
7	14	8	4	4	15	YOL087C
7	14	9	4	4	16	YPR185W
7	14	10	4	4	17	YMR277W
7	14	11	4	4	18	YLR083C
7	14	12	4	4	19	YOR151C
7	14	13	4	4	20	YNL054W
7	14	14	4	4	21	YNL201C
7	14	15	4	4	22	YLR399C
7	14	16	4	4	23	YJL132W
7	14	17	4	4	24	YDL145C
7	14	19	4	5	1	YKR009C
7	14	21	4	5	2	YMR212C
7	14	23	4	5	3	YMR001C
7	15	3	4	5	4	YDR018C
7	15	4	4	5	5	YER053C
7	15	6	4	5	6	YDR459C
7	15	7	4	5	7	YJR059W
7	15	10	4	5	8	YDR387C
7	15	12	4	5	9	YBL044W
7	15	14	4	5	10	YLR164W
7	15	15	4	5	11	YJR075W
7	15	17	4	5	12	YOL115W
7	15	18	4	5	13	YMR170C
7	15	20	4	5	14	YCR061W
7	15	22	4	5	15	YGL241W
7	16	1	4	5	16	YOR014W
7	16	2	4	5	17	YMR179W
7	16	3	4	5	18	YDR416W
7	16	4	4	5	19	YOR112W
7	16	5	4	5	20	YOR217W
7	16	6	4	5	21	YOR018W
7	16	7	4	5	22	YAR035W
7	16	8	4	5	23	YOR270C
7	16	9	4	5	24	YKR099W
7	16	10	4	6	1	YNL224C
7	16	11	4	6	2	YML111W
7	16	12	4	6	3	YOR256C
7	16	13	4	6	4	YNL216W
7	16	14	4	6	5	YMR192W
7	16	15	4	6	6	YPL195W
7	16	16	4	6	7	YNL278W
7	16	17	4	6	8	YFR002W
7	16	19	4	6	9	YLR188W
7	16	20	4	6	10	YJR152W
7	16	21	4	6	11	YPL012W
8	1	11	4	6	12	YDR370C
8	1	16	4	6	13	YDR161W
8	1	19	4	6	14	YIL057C
8	1	20	4	6	15	YAL067W-A
8	1	22	4	6	16	YNL238W
8	2	5	4	6	17	YLR214W
8	2	8	4	6	18	YJR017C
8	2	11	4	6	19	YCL008C
8	2	20	4	6	20	YGR116W
8	2	22	4	6	21	YPR189W
8	2	23	4	6	22	YDR463W
8	3	2	4	6	23	YNR017W
8	3	4	4	6	24	YDR446W
8	3	6	4	7	1	YDR454C
8	3	7	4	7	2	YGR122W
8	3	12	4	7	3	YDR306C
8	3	15	4	7	4	YPL030W
8	3	16	4	7	5	YER140W
8	3	17	4	7	6	YER030W
8	3	18	4	7	7	YDR352W
8	3	21	4	7	8	YMR159C
8	3	22	4	7	9	YOR113W
8	3	24	4	7	10	YNL101W
8	4	2	4	7	11	YPR058W
8	4	5	4	7	12	YBR112C
8	4	6	4	7	13	YNL215W
8	4	7	4	7	14	YPL111W
8	4	16	4	7	15	YDL128W
8	4	18	4	7	16	YFL059W
8	4	19	4	7	17	YNL072W
8	4	20	4	7	18	YHR080C
8	4	22	4	7	19	YOR153W
8	4	24	4	7	20	YOR062C
8	5	4	4	7	21	YGL134W
8	5	11	4	7	22	YOR315W
8	5	12	4	7	23	YFR026C
8	5	15	4	7	24	YCR051W
8	5	20	4	8	1	YDR189W
8	5	23	4	8	2	YHR143W
8	5	24	4	8	3	YMR231W
8	6	2	4	8	4	YCR105W
8	6	4	4	8	5	YML132W
8	6	5	4	8	6	YER144C
8	6	9	4	8	7	YHR086W-A
8	6	10	4	8	8	YOR093C
8	6	17	4	8	9	YNL323W
8	6	18	4	8	10	YGR057C
8	6	20	4	8	11	YPR164W
8	6	22	4	8	12	YNL139C
8	6	24	4	8	13	YLR407W
8	7	6	4	8	14	YDR451C
8	7	8	4	8	15	YMR056C
8	7	9	4	8	16	YDL099W
8	7	12	4	8	17	YOR238W
8	7	15	4	8	18	YAL018C
8	7	16	4	8	19	YER036C
8	7	17	4	8	20	YDR051C
8	7	18	4	8	21	YNL234W
8	7	20	4	8	22	YLR014C
8	7	21	4	8	23	YJR133W
8	7	23	4	8	24	YPR201W
8	7	24	4	9	1	YOL006C
8	8	1	4	9	2	YBR058C
8	8	2	4	9	3	YER178W
8	8	3	4	9	4	YOR249C
8	8	6	4	9	5	YDR460W
8	8	8	4	9	6	YPR051W
8	8	12	4	9	7	YDR430C
8	8	14	4	9	8	YDR334W
8	8	15	4	9	9	YDR329C
8	8	19	4	9	10	YBR130C
8	8	20	4	9	11	YGL206C
8	8	22	4	9	12	YGL173C
8	8	24	4	9	13	YLR312C-B
8	9	1	4	9	14	YLR212C
8	9	2	4	9	15	YER149C
8	9	4	4	9	16	YDR376W
8	9	8	4	9	17	YLR157C-C
8	9	11	4	9	18	YHR214W
8	9	12	4	9	19	YDR438W
8	9	17	4	9	20	YNL162W-A
8	9	18	4	9	21	YDL203C
8	9	19	4	9	22	YOL043C
8	9	24	4	9	23	YNL192W
8	10	1	4	9	24	YPR141C
8	10	2	4	10	1	YDR384C
8	10	3	4	10	2	YGL086W
8	10	4	4	10	3	YPL057C
8	10	5	4	10	4	YDR293C
8	10	7	4	10	5	YIR018C-A
8	10	9	4	10	6	YDL078C
8	10	15	4	10	7	YMR100W
8	10	16	4	10	8	YDL192W
8	10	17	4	10	9	YJR019C
8	10	19	4	10	10	YOL123W
8	10	20	4	10	11	YOR326W
8	10	22	4	10	12	YBL047C
8	10	23	4	10	13	YOR306C
8	11	4	4	10	14	YER148W
8	11	5	4	10	15	YDL017W
8	11	6	4	10	16	YDR373W
8	11	7	4	10	17	YIL161W
8	11	9	4	10	18	YCL026C-B
8	11	10	4	10	19	YMR293C
8	11	17	4	10	20	YOR091W
8	11	22	4	10	21	YKL165C
8	11	24	4	10	22	YPL248C
8	12	1	4	10	23	YDL060W
8	12	4	4	10	24	YMR059W
8	12	5	4	11	1	YLR240W
8	12	6	4	11	2	YDL007W
8	12	8	4	11	3	YGR189C
8	12	9	4	11	4	YML114C
8	12	10	4	11	5	YER113C
8	12	19	4	11	6	YPR120C
8	12	20	4	11	7	YKL010C
8	13	3	4	11	8	YGL043W
8	13	8	4	11	9	YPR148C
8	13	9	4	11	10	YGR161C
8	13	11	4	11	11	YMR269W
8	13	18	4	11	12	YHR198C
8	13	21	4	11	13	YBL013W
8	13	22	4	11	14	YOR381W
8	13	23	4	11	15	YPL262W
8	14	1	4	11	16	YPR010C
8	14	2	4	11	17	YLR160C
8	14	3	4	11	18	YLR127C
8	14	6	4	11	19	YER016W
8	14	9	4	11	20	YIL154C
8	14	10	4	11	21	YDR323C
8	14	11	4	11	22	YIL134C-A
8	14	12	4	11	23	YDR393W
8	14	18	4	11	24	YDR368W
8	14	20	4	12	1	YBL017C
8	14	22	4	12	2	YDL246C
8	14	23	4	12	3	YOR134W
8	15	2	4	12	4	YDL182W
8	15	4	4	12	5	YIL122W
8	15	11	4	12	6	YKR070W
8	15	14	4	12	7	YDR336W
8	15	17	4	12	8	YMR115W
8	15	20	4	12	9	YMR218C
8	16	1	4	12	10	YMR078C
8	16	2	4	12	11	YOL031C
8	16	5	4	12	12	YLR425W
8	16	10	4	12	13	YDR307W
8	16	11	4	12	14	YMR001C-A
8	16	15	4	12	15	YLR162W-A
8	16	19	4	12	16	YPR088C
8	16	20	4	12	17	YJR066W
9	1	8	4	12	18	YGL133W
9	1	9	4	12	19	YMR025W
9	1	13	4	12	20	YIL079C
9	1	14	4	12	21	YGR155W
9	1	16	4	12	22	YMR297W
9	1	17	4	12	23	YGL027C
9	1	22	4	12	24	YNL039W
9	2	3	4	13	1	YLR406C
9	2	4	4	13	2	YOR117W
9	2	5	4	13	3	YAL010C
9	2	12	4	13	4	YDR110W
9	2	19	4	13	5	YOR120W
9	2	20	4	13	6	YKL020C
9	2	22	4	13	7	YIR033W
9	2	23	4	13	8	YMR201C
9	2	24	4	13	9	YGR233C
9	3	12	4	13	10	YKL145W
9	3	15	4	13	11	YAL034C
9	3	18	4	13	12	YGL171W
9	3	19	4	13	13	YHR082C
9	3	22	4	13	14	YBR302C
9	4	1	4	13	15	YIL132C
9	4	2	4	13	16	YKL172W
9	4	5	4	13	17	YFL028C
9	4	10	4	13	18	YKL139W
9	4	11	4	13	19	YBR021W
9	4	22	4	13	20	YBR073W
9	5	7	4	13	21	YDR169C
9	5	8	4	13	22	YLR436C
9	5	10	4	13	23	YOR212W
9	5	11	4	13	24	YDR212W
9	5	16	4	14	1	YKL191W
9	5	17	4	14	2	Q0050
9	5	18	4	14	3	YKL011C
9	6	1	4	14	4	YDR277C
9	6	3	4	14	5	YGR141W
9	6	8	4	14	6	YOR119C
9	6	19	4	14	7	YKL094W
9	6	22	4	14	8	YLR410W
9	6	24	4	14	9	YPL217C
9	7	2	4	14	10	YHR077C
9	7	3	4	14	11	YJR102C
9	7	4	4	14	12	YIL017C
9	7	8	4	14	13	YBR084W
9	7	11	4	14	14	YGR166W
9	7	13	4	14	15	YOL148C
9	7	19	4	14	16	YHR047C
9	8	1	4	14	17	YOR078W
9	8	3	4	14	18	YKL152C
9	8	5	4	14	19	YLR367W
9	8	6	4	14	20	YOL041C
9	8	9	4	14	21	YGR216C
9	8	14	4	14	22	YBR031W
9	8	17	4	14	23	YEL070W
9	8	18	4	14	24	YDR310C
9	8	22	4	15	1	YDR069C
9	8	23	4	15	2	YKR092C
9	9	1	4	15	3	YBR118W
9	9	2	4	15	4	YIL047C
9	9	4	4	15	5	YIL048W
9	9	8	4	15	6	YGL092W
9	9	12	4	15	7	YBR083W
9	9	16	4	15	8	YGR041W
9	9	21	4	15	9	YJR132W
9	9	22	4	15	10	YDL168W
9	9	23	4	15	11	YGL094C
9	10	4	4	15	12	YDL131W
9	10	9	4	15	13	YCR034W
9	10	13	4	15	14	YBR036C
9	10	16	4	15	15	YMR235C
9	10	19	4	15	16	YDR057W
9	10	20	4	15	17	YOR109W
9	10	24	4	15	18	YJL076W
9	11	2	4	15	19	YAL019W
9	11	8	4	15	20	YKL015W
9	11	9	4	15	21	YOL013C
9	11	21	4	15	22	YJL056C
9	11	22	4	15	23	YOR137C
9	11	24	4	15	24	YBR201W
9	12	2	4	16	1	YPR155C
9	12	3	4	16	2	YBR257W
9	12	4	4	16	3	YBR279W
9	12	5	4	16	4	YKL074C
9	12	8	4	16	5	YLL045C
9	12	11	4	16	6	YDL188C
9	12	15	4	16	7	YBR278W
9	12	21	4	16	8	YHR037W
9	12	22	4	16	9	YNL287W
9	12	23	4	16	10	YKR061W
9	13	1	4	16	11	YKL138C
9	13	3	4	16	12	YGR211W
9	13	4	4	16	13	YHR098C
9	13	9	4	16	14	YDR479C
